"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US45019","Charleston County, South Carolina","165568","3515","6.7","1.6","2.6","0.7","7.9","1.2","6.1","1.2","11.2","1.3","17.3","1.9","12.3","1.2","16.0","1.5","8.4","1.5","11.4","1.6","71531","2664","104326","4849","42.2","(X)","(X)","(X)","(X)","(X)","95785","3694","3.1","1.3","1.4","0.6","5.5","1.3","5.7","1.6","9.1","1.7","15.8","2.2","12.6","1.5","19.7","2.3","10.8","2.1","16.3","2.5","93458","6587","126408","6310","(X)","(X)","39.8","(X)","(X)","(X)","72691","3570","0.9","0.5","0.9","0.7","2.7","1.0","3.3","1.4","6.7","1.4","15.1","2.4","13.1","1.9","23.2","3.0","13.7","2.7","20.6","3.3","114893","7442","148936","7819","(X)","(X)","(X)","(X)","(X)","(X)","69783","4220","11.8","3.2","5.0","1.4","11.5","2.1","7.5","1.7","14.0","2.5","19.5","3.1","11.0","2.1","9.6","2.2","5.2","1.8","4.8","1.7","50092","5549","72166","7005","(X)","(X)","(X)","(X)","44.6","(X)"
"0500000US45031","Darlington County, South Carolina","24801","1419","7.3","3.3","7.4","2.9","17.6","5.6","10.1","3.0","11.6","3.9","13.3","3.6","11.6","3.8","13.7","3.7","4.4","2.3","3.0","1.5","44606","5155","62715","5216","45.8","(X)","(X)","(X)","(X)","(X)","17344","1688","4.0","2.5","3.7","2.6","14.6","5.3","11.4","3.9","14.3","5.4","13.6","4.6","12.2","4.3","17.0","5.0","5.9","3.1","3.4","1.9","53553","12811","71968","6845","(X)","(X)","47.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77442","12928","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7457","1353","18.3","7.5","16.9","7.3","22.1","8.1","7.8","5.4","9.6","5.7","13.2","6.0","5.8","4.5","4.4","3.7","0.0","2.6","1.8","2.4","22006","3765","35499","6270","(X)","(X)","(X)","(X)","39.9","(X)"
"0500000US45035","Dorchester County, South Carolina","57768","1427","3.2","1.3","3.6","1.5","6.0","2.1","9.6","2.4","14.8","3.4","16.9","2.8","15.3","2.7","17.9","3.0","8.1","2.1","4.5","1.5","68200","6149","82692","4662","35.8","(X)","(X)","(X)","(X)","(X)","41473","2588","3.3","1.8","1.7","1.2","3.8","1.6","6.8","2.6","12.0","3.4","15.9","3.0","17.7","3.1","22.2","3.8","10.5","2.8","6.1","2.0","86214","6082","95592","5739","(X)","(X)","36.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96169","5358","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16295","2292","5.0","2.7","8.8","3.9","11.3","5.7","14.7","5.8","26.2","8.0","20.4","6.5","7.7","5.2","4.5","2.2","0.7","1.3","0.7","1.1","39897","4417","46062","4005","(X)","(X)","(X)","(X)","34.2","(X)"
"0500000US45041","Florence County, South Carolina","53047","1606","10.1","2.6","5.0","1.5","9.2","2.1","10.0","2.4","15.6","3.0","17.8","3.3","12.0","2.4","12.9","2.0","3.8","1.7","3.5","1.4","50082","3475","67730","4956","47.2","(X)","(X)","(X)","(X)","(X)","35763","1862","6.4","2.9","3.3","2.0","5.4","2.0","10.5","3.1","16.5","3.9","18.0","4.0","14.7","3.4","16.3","2.9","4.6","2.0","4.4","1.8","59728","6700","78378","6293","(X)","(X)","47.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77224","8943","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17284","1507","20.3","6.1","8.4","3.2","16.9","5.0","11.7","3.3","13.0","4.7","15.6","4.2","6.3","3.6","5.1","2.9","0.8","0.9","1.9","2.1","28967","5046","41458","6504","(X)","(X)","(X)","(X)","42.7","(X)"
"0500000US45045","Greenville County, South Carolina","199551","2904","5.4","0.9","3.2","0.7","7.3","1.1","9.6","1.1","14.0","1.1","17.6","1.5","13.1","1.3","15.4","1.2","6.7","0.9","7.7","0.8","64412","2843","89338","2755","31.8","(X)","(X)","(X)","(X)","(X)","130296","3878","2.7","0.9","1.5","0.6","4.7","1.1","8.0","1.3","12.3","1.5","17.8","1.9","14.4","1.7","19.0","1.7","9.4","1.3","10.3","1.2","80413","2820","104851","3717","(X)","(X)","32.9","(X)","(X)","(X)","98278","3606","0.8","0.4","0.4","0.2","2.1","0.8","4.6","1.0","9.7","1.4","19.0","2.2","16.4","2.0","22.8","2.1","11.4","1.6","12.9","1.5","95400","4169","120141","4127","(X)","(X)","(X)","(X)","(X)","(X)","69255","3426","11.1","1.7","6.6","1.6","13.3","2.3","14.0","2.3","18.5","3.0","15.9","2.3","9.3","2.1","7.1","1.6","1.6","0.8","2.6","0.8","40324","2317","56562","4696","(X)","(X)","(X)","(X)","28.7","(X)"
"0500000US45047","Greenwood County, South Carolina","28544","1097","10.6","3.3","5.0","1.9","14.5","3.4","12.0","3.4","15.5","4.1","18.2","3.8","10.1","2.9","8.6","3.1","2.9","1.3","2.7","1.3","42148","3370","60025","7569","35.0","(X)","(X)","(X)","(X)","(X)","17855","1677","8.0","3.8","3.2","1.5","9.5","4.0","8.3","3.5","19.4","6.1","21.4","4.9","10.5","3.4","12.0","4.4","4.1","2.1","3.5","1.9","51255","6439","68979","8579","(X)","(X)","32.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","73550","7378","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10689","1518","15.5","5.2","8.0","4.6","27.8","7.6","16.4","6.7","11.4","5.6","11.2","5.1","4.9","3.0","2.8","2.5","0.8","0.9","1.4","1.5","24613","4919","40666","9643","(X)","(X)","(X)","(X)","38.1","(X)"
"0500000US45051","Horry County, South Carolina","140260","3637","4.6","1.0","3.9","0.8","8.9","1.5","11.3","1.5","16.8","1.8","22.1","1.9","12.7","1.6","11.9","1.6","4.2","0.9","3.6","0.7","53694","2584","70581","3039","33.9","(X)","(X)","(X)","(X)","(X)","89281","4252","2.4","0.9","2.1","0.7","7.2","2.0","8.7","1.5","15.4","2.1","22.2","2.4","16.7","2.1","15.0","2.2","5.4","1.4","4.9","1.0","65295","4818","82070","3999","(X)","(X)","33.8","(X)","(X)","(X)","67419","4288","1.0","0.6","1.0","0.6","4.5","1.8","6.4","1.4","13.8","2.3","23.2","2.6","19.6","2.4","17.7","2.7","6.8","1.6","6.1","1.2","75140","2839","N","N","(X)","(X)","(X)","(X)","(X)","(X)","50979","3124","9.2","2.3","7.8","1.8","12.8","2.8","16.9","3.1","19.5","3.4","19.2","3.2","6.0","1.9","5.5","1.7","1.9","1.2","1.3","0.6","38354","3726","47982","4006","(X)","(X)","(X)","(X)","32.4","(X)"
"0500000US45055","Kershaw County, South Carolina","24544","1349","10.0","3.4","4.9","2.2","10.5","3.5","8.4","3.2","13.5","4.0","14.1","3.3","12.3","4.0","17.1","4.4","5.5","2.6","3.8","2.2","55198","8222","70638","5937","43.1","(X)","(X)","(X)","(X)","(X)","16019","1466","4.5","3.1","3.1","2.2","5.5","3.6","4.9","3.0","13.7","4.7","16.4","4.4","15.8","5.7","22.3","5.5","8.0","3.6","5.8","3.3","77578","9424","88613","8162","(X)","(X)","42.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87094","6740","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8525","1356","20.4","8.1","8.2","4.7","23.9","8.9","14.7","6.4","13.8","7.1","5.8","3.4","5.0","3.4","7.2","5.6","1.0","1.6","0.0","2.3","23611","5265","34428","5936","(X)","(X)","(X)","(X)","44.4","(X)"
"0500000US45057","Lancaster County, South Carolina","35410","1658","6.0","2.9","6.9","2.4","9.3","3.1","5.0","2.2","10.6","3.3","22.0","4.5","13.2","3.8","13.5","3.7","6.7","2.8","6.8","3.0","63924","5459","82785","8356","34.3","(X)","(X)","(X)","(X)","(X)","24327","2512","1.6","1.4","2.1","1.4","5.5","2.9","4.7","2.6","15.8","5.9","24.3","5.5","13.3","4.5","17.6","5.2","9.7","4.0","5.3","2.9","69544","7632","92039","8635","(X)","(X)","33.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86416","7740","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11083","2207","15.8","7.6","17.3","6.6","17.6","7.3","6.7","5.1","6.4","4.0","16.4","8.2","5.5","4.4","4.1","3.6","0.0","1.8","10.2","8.2","23083","12438","58212","20193","(X)","(X)","(X)","(X)","35.3","(X)"
"0500000US45059","Laurens County, South Carolina","25901","1333","10.6","3.3","5.1","2.1","13.8","4.2","8.7","2.7","13.5","2.9","20.9","3.8","10.9","2.9","9.1","2.6","4.5","2.5","3.0","1.8","47218","6102","67205","8772","38.3","(X)","(X)","(X)","(X)","(X)","16961","1356","4.8","2.1","1.9","1.7","13.0","5.1","4.8","2.3","14.7","4.0","25.4","5.4","11.6","4.3","13.5","3.8","6.7","3.7","3.6","2.6","60308","5184","78935","12012","(X)","(X)","39.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71233","7308","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8940","1369","22.2","7.8","12.2","5.5","15.1","8.0","17.9","7.7","12.4","5.3","10.6","5.0","6.7","3.8","0.9","1.1","0.2","0.4","1.8","1.4","25377","7936","42560","12276","(X)","(X)","(X)","(X)","34.3","(X)"
"0500000US45063","Lexington County, South Carolina","118193","2184","4.9","1.3","4.1","1.0","9.6","1.4","8.5","1.3","13.7","1.9","16.8","1.7","14.1","1.7","15.0","1.5","6.9","1.1","6.4","1.1","61631","2469","83728","3635","36.8","(X)","(X)","(X)","(X)","(X)","81118","2800","3.2","1.3","2.0","0.9","7.8","1.6","6.9","1.6","11.4","1.8","17.7","2.1","15.3","2.2","18.3","1.9","9.3","1.4","8.1","1.4","76099","3738","96445","4573","(X)","(X)","36.8","(X)","(X)","(X)","58766","3006","0.8","0.7","1.5","0.9","3.3","1.4","5.2","1.5","8.7","1.9","17.1","2.5","17.0","2.3","23.4","2.5","12.3","1.9","10.8","1.8","92699","4457","114969","5666","(X)","(X)","(X)","(X)","(X)","(X)","37075","2831","9.4","3.0","9.0","2.8","15.4","3.2","12.6","2.8","20.4","3.6","13.9","3.1","8.0","1.9","7.1","2.1","1.7","0.9","2.5","1.3","37440","2989","52156","5330","(X)","(X)","(X)","(X)","33.8","(X)"
"0500000US45073","Oconee County, South Carolina","31530","1806","10.6","3.4","3.1","1.4","7.1","2.0","11.8","3.3","18.2","3.9","14.8","3.2","14.2","3.4","11.1","3.3","5.3","2.3","3.7","1.5","48204","5954","74520","10110","25.6","(X)","(X)","(X)","(X)","(X)","21214","1584","6.4","3.9","1.0","0.9","3.5","1.7","8.5","3.5","16.5","4.7","19.2","4.8","17.6","4.7","14.9","4.6","7.2","3.2","5.3","2.2","63826","8310","92519","14064","(X)","(X)","27.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78479","4537","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10316","1434","20.1","7.3","7.4","4.1","14.4","4.6","18.3","7.1","21.3","7.0","6.4","3.3","7.6","4.4","2.3","2.0","2.1","1.9","0.0","1.9","29126","4177","36033","5001","(X)","(X)","(X)","(X)","22.0","(X)"
"0500000US45075","Orangeburg County, South Carolina","32129","1945","15.3","3.9","9.1","2.5","10.2","2.8","12.5","2.8","15.9","3.6","14.4","3.5","9.5","2.4","9.8","3.2","2.4","1.8","0.9","0.7","37701","3540","52664","6211","48.8","(X)","(X)","(X)","(X)","(X)","20620","2012","10.1","4.2","5.7","3.0","9.2","3.4","10.3","3.0","18.6","4.1","15.9","4.3","11.9","3.2","14.0","4.6","2.8","2.5","1.5","1.1","44648","5151","64388","9415","(X)","(X)","50.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63470","4097","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11509","1398","27.8","7.1","16.7","5.4","10.9","4.7","16.4","5.5","11.5","5.2","10.5","4.7","3.9","3.5","2.2","1.9","0.0","1.7","0.0","1.7","19149","5486","27214","3319","(X)","(X)","(X)","(X)","42.3","(X)"
"0500000US45077","Pickens County, South Carolina","48203","1687","6.7","2.1","5.6","2.1","11.6","2.8","10.2","2.0","14.1","2.6","19.8","3.2","13.3","2.3","13.0","2.3","3.2","1.1","2.7","0.9","52190","4750","66080","3828","38.2","(X)","(X)","(X)","(X)","(X)","31630","2196","1.7","0.9","2.4","2.1","7.8","2.4","8.5","2.1","13.6","3.1","22.7","3.9","15.8","2.8","18.7","3.3","5.4","1.8","3.4","1.3","66441","5496","81763","5515","(X)","(X)","39.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76160","4129","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16573","1793","16.9","6.3","11.7","4.8","19.0","6.1","13.2","4.3","15.6","4.6","13.4","5.6","8.0","3.1","2.1","1.9","0.0","1.2","0.0","1.2","27328","7547","33699","3860","(X)","(X)","(X)","(X)","33.8","(X)"
"0500000US45079","Richland County, South Carolina","153484","3941","9.7","1.5","3.5","0.8","9.9","1.5","9.3","1.2","14.7","1.4","16.4","1.6","12.0","1.9","12.7","1.4","6.6","1.0","5.0","0.8","52293","2456","76348","3179","41.4","(X)","(X)","(X)","(X)","(X)","90802","3688","6.5","1.7","1.7","0.8","5.9","1.7","7.5","1.6","13.8","2.0","15.3","2.3","14.0","2.7","17.6","2.0","10.3","1.6","7.3","1.4","73382","4926","95791","4914","(X)","(X)","44.2","(X)","(X)","(X)","60995","3271","1.4","0.9","1.1","0.9","2.8","1.2","4.2","1.3","9.4","1.9","15.2","2.5","16.8","3.4","24.4","2.9","14.3","2.2","10.5","2.1","96542","8718","120578","6588","(X)","(X)","(X)","(X)","(X)","(X)","62682","4021","16.6","2.7","6.2","1.6","14.4","2.3","12.7","2.2","17.5","2.7","17.5","2.7","7.7","2.0","4.6","1.2","1.2","0.6","1.7","0.9","35081","2194","45961","3340","(X)","(X)","(X)","(X)","36.9","(X)"
"0500000US45083","Spartanburg County, South Carolina","121256","2317","5.8","1.1","5.1","1.2","9.9","1.4","10.0","1.5","13.1","1.5","21.7","2.1","13.3","1.7","12.7","1.5","4.4","0.8","4.0","0.8","55339","3024","71932","3263","38.4","(X)","(X)","(X)","(X)","(X)","83432","3147","3.0","1.1","3.7","1.5","6.5","1.6","7.8","1.5","11.9","1.9","22.9","2.7","15.9","2.4","16.7","2.0","5.8","1.1","5.6","1.1","67229","5444","85316","4344","(X)","(X)","39.1","(X)","(X)","(X)","60115","2925","2.1","1.2","1.0","0.8","2.2","0.8","4.3","1.5","10.7","1.9","23.4","3.2","20.0","3.0","20.6","2.5","8.0","1.6","7.6","1.5","81008","3092","101409","5876","(X)","(X)","(X)","(X)","(X)","(X)","37824","2694","12.9","2.8","9.2","2.6","19.7","3.1","15.5","3.1","16.0","3.0","16.3","2.9","5.4","2.1","3.8","1.5","0.6","0.5","0.5","0.5","31108","1940","39048","3946","(X)","(X)","(X)","(X)","35.9","(X)"
"0500000US45085","Sumter County, South Carolina","44105","1260","9.7","2.6","4.6","1.7","12.3","3.1","6.8","1.8","15.2","3.8","21.8","4.5","13.1","3.1","11.1","2.7","3.6","1.2","1.8","1.0","51025","3907","61173","4163","49.8","(X)","(X)","(X)","(X)","(X)","29777","2080","7.1","3.9","1.3","1.0","11.6","3.7","6.9","2.8","15.2","4.4","24.4","4.8","13.5","3.3","12.7","3.3","4.7","1.8","2.6","1.6","56647","5271","69544","5900","(X)","(X)","52.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","69668","9206","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14328","1951","15.1","5.1","11.5","4.5","16.2","5.7","9.1","3.6","20.3","6.9","14.0","6.3","6.8","4.0","5.7","3.5","1.2","1.5","0.2","0.3","32345","6168","39119","4396","(X)","(X)","(X)","(X)","43.8","(X)"
"0500000US45091","York County, South Carolina","108400","1474","3.6","1.1","2.8","1.0","6.9","1.5","9.1","1.7","14.2","1.9","17.6","2.1","12.5","2.0","16.8","2.0","9.2","1.4","7.4","1.3","66949","4857","93013","4802","25.4","(X)","(X)","(X)","(X)","(X)","74041","3107","1.9","1.0","0.8","0.8","4.2","1.2","6.5","1.9","11.3","2.3","16.7","2.4","14.6","2.8","22.4","2.6","11.5","1.8","10.2","1.8","91977","5188","112118","6353","(X)","(X)","25.7","(X)","(X)","(X)","52671","3283","0.4","0.3","0.2","0.2","2.2","1.0","3.0","1.0","8.3","2.0","14.2","2.3","15.4","3.1","26.6","3.2","15.8","2.4","13.9","2.7","109541","5533","N","N","(X)","(X)","(X)","(X)","(X)","(X)","34359","2925","8.3","3.0","7.0","2.3","13.8","3.6","15.9","3.9","19.3","4.1","20.4","4.7","7.2","2.6","2.8","1.6","3.9","2.1","1.4","0.9","38671","5053","48657","4527","(X)","(X)","(X)","(X)","24.0","(X)"
"0500000US46099","Minnehaha County, South Dakota","81046","1478","4.0","1.4","3.2","0.9","7.6","1.8","9.9","1.9","13.1","1.9","21.4","2.3","13.4","1.7","14.9","2.0","7.2","1.4","5.4","1.3","61968","3417","81628","3943","26.2","(X)","(X)","(X)","(X)","(X)","50949","2567","2.1","1.4","1.1","0.8","4.3","2.0","7.8","2.4","9.7","2.1","21.7","2.9","16.0","2.4","20.0","3.0","10.0","2.1","7.3","1.9","79453","5321","97067","4660","(X)","(X)","27.0","(X)","(X)","(X)","39701","2395","0.2","0.2","0.5","0.4","2.9","2.3","3.4","1.5","7.7","2.2","21.3","3.1","18.4","3.1","24.0","3.5","12.3","2.6","9.4","2.4","94051","5573","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30097","2522","7.3","3.0","6.9","2.4","13.9","3.4","14.6","3.4","20.1","3.7","20.5","4.3","6.8","2.1","5.7","2.6","2.0","1.6","2.1","1.2","40707","2979","52702","6165","(X)","(X)","(X)","(X)","23.5","(X)"
"0500000US46103","Pennington County, South Dakota","44676","1686","3.9","1.5","6.0","2.4","12.6","2.6","9.4","2.4","10.1","2.2","18.9","2.8","13.2","2.3","16.2","2.8","4.7","1.6","4.8","1.8","58085","4236","77493","6365","29.3","(X)","(X)","(X)","(X)","(X)","27556","1911","1.1","0.9","2.1","2.0","5.5","1.7","5.6","2.2","9.0","2.8","22.9","4.5","16.7","3.3","23.4","4.3","7.2","2.6","6.6","2.5","81243","10745","95620","6591","(X)","(X)","29.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90552","6389","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17120","1887","8.4","3.3","12.6","5.2","24.4","5.4","16.8","5.0","11.4","3.5","13.9","3.9","7.0","3.2","2.8","1.7","0.8","1.0","1.9","1.7","29678","4710","46512","10245","(X)","(X)","(X)","(X)","27.0","(X)"
"0500000US47001","Anderson County, Tennessee","30175","1340","7.6","3.1","5.6","2.3","10.6","2.7","10.4","2.5","16.7","3.2","17.8","3.3","13.0","3.5","11.1","3.0","4.0","1.9","3.3","1.7","49044","5511","65367","6155","30.2","(X)","(X)","(X)","(X)","(X)","19074","1525","3.6","2.3","2.9","1.9","6.8","2.8","9.8","3.9","14.8","4.1","17.8","3.8","16.9","4.8","16.3","4.3","5.9","3.0","5.2","2.7","66652","9245","81641","8686","(X)","(X)","29.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80753","8312","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11101","1451","16.7","6.4","10.4","5.0","17.1","5.9","13.1","4.1","17.9","6.1","16.6","6.3","5.5","3.4","1.9","2.1","0.8","1.0","0.0","1.7","30938","5311","35309","3853","(X)","(X)","(X)","(X)","30.8","(X)"
"0500000US47009","Blount County, Tennessee","50813","1557","5.5","2.0","4.3","1.6","10.2","2.1","8.5","1.8","13.7","2.5","18.3","2.7","14.8","2.8","16.2","2.6","4.3","1.3","4.1","1.3","59276","4526","75208","4080","35.8","(X)","(X)","(X)","(X)","(X)","35299","1831","4.1","2.2","3.0","1.5","5.9","2.2","7.2","2.0","11.1","3.0","18.8","3.2","17.2","3.7","21.2","3.8","6.0","1.8","5.6","1.8","74823","6950","88726","5987","(X)","(X)","37.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82364","7940","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15514","1535","10.1","4.0","7.5","3.8","19.3","5.6","13.1","4.7","18.4","5.2","17.2","4.8","9.4","3.8","4.4","2.2","0.1","0.1","0.6","0.7","35007","5634","41893","3996","(X)","(X)","(X)","(X)","29.9","(X)"
"0500000US47011","Bradley County, Tennessee","39992","1363","6.4","2.1","9.4","3.3","7.0","2.2","9.5","3.0","15.4","3.4","16.1","3.1","14.9","3.9","15.5","3.0","2.4","1.3","3.5","1.2","52468","5149","66632","4372","38.3","(X)","(X)","(X)","(X)","(X)","26516","1795","4.7","2.4","5.6","3.1","4.8","2.5","6.4","2.6","16.0","4.3","16.7","3.6","19.8","5.0","18.9","3.8","2.3","1.4","4.8","1.6","66274","9867","77427","5564","(X)","(X)","38.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78023","5115","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13476","1811","11.0","4.6","16.8","6.7","12.4","5.0","13.7","5.5","19.2","6.2","12.1","5.2","5.8","3.7","5.7","3.6","2.6","2.8","0.8","1.4","31783","4739","42668","5633","(X)","(X)","(X)","(X)","36.1","(X)"
"0500000US47037","Davidson County, Tennessee","289427","4247","5.0","0.7","3.4","0.5","7.3","0.9","8.5","1.0","13.9","1.2","18.7","1.5","14.0","1.2","15.0","1.0","6.0","0.7","8.2","0.8","63938","2439","92592","3086","36.0","(X)","(X)","(X)","(X)","(X)","152833","5449","2.8","0.7","1.9","0.7","4.7","1.1","7.8","1.5","11.3","1.4","17.4","2.0","16.4","1.9","17.7","1.4","8.2","1.1","11.9","1.3","81530","2703","114722","5083","(X)","(X)","38.8","(X)","(X)","(X)","105455","4718","0.8","0.4","0.6","0.5","2.6","0.8","4.6","1.3","7.9","1.3","14.5","1.8","18.7","2.3","23.1","1.7","11.1","1.6","16.0","1.8","100319","4540","139152","6584","(X)","(X)","(X)","(X)","(X)","(X)","136594","5516","8.0","1.2","5.4","1.0","10.3","1.5","10.2","1.6","17.2","1.8","20.2","2.4","11.2","1.5","10.5","1.7","3.2","0.8","3.8","0.8","48616","3216","65739","3233","(X)","(X)","(X)","(X)","32.1","(X)"
"0500000US47059","Greene County, Tennessee","28323","1448","7.5","3.1","5.2","2.2","14.4","3.6","12.9","3.5","15.1","3.6","17.7","4.1","13.6","3.5","8.6","3.4","3.0","1.5","1.9","1.0","44722","5473","60317","6299","40.6","(X)","(X)","(X)","(X)","(X)","18481","1631","6.5","3.9","3.0","2.0","9.9","4.4","10.8","3.9","13.0","4.4","19.3","5.4","18.1","4.8","13.0","5.0","4.1","1.9","2.2","1.2","55313","12360","71694","8942","(X)","(X)","42.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67629","13715","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9842","1522","14.2","6.7","10.5","4.9","21.7","7.4","13.5","5.9","19.2","6.6","14.4","6.0","3.7","2.7","0.3","0.6","1.1","1.3","1.3","1.9","27551","5662","36454","5920","(X)","(X)","(X)","(X)","36.6","(X)"
"0500000US47065","Hamilton County, Tennessee","148157","2642","5.2","1.3","4.7","1.1","9.8","1.5","9.2","1.4","14.1","1.8","18.0","1.8","12.5","1.5","14.4","1.6","6.0","1.1","6.1","0.9","57502","2831","82222","3442","38.0","(X)","(X)","(X)","(X)","(X)","91469","3451","3.3","1.3","3.2","1.3","5.8","1.5","7.5","1.7","11.7","2.0","18.2","2.3","14.9","2.1","18.5","2.3","8.5","1.6","8.4","1.3","75588","6354","99743","4971","(X)","(X)","38.4","(X)","(X)","(X)","65543","3669","1.4","1.2","1.0","0.6","2.6","1.1","4.3","1.5","10.2","2.1","17.0","2.4","18.3","2.6","22.6","2.8","11.6","2.2","11.0","1.9","94279","4301","120351","6697","(X)","(X)","(X)","(X)","(X)","(X)","56688","3573","8.8","2.3","8.5","2.4","16.2","2.8","13.2","2.6","18.0","3.6","16.4","2.8","7.9","1.8","6.7","1.8","1.7","1.2","2.5","1.1","37009","2168","51475","3963","(X)","(X)","(X)","(X)","36.0","(X)"
