Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.9,18.5,25.5,18.5 - 25.5,21.8-23.2
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.5,24.2,31.0,24.2 - 31.0,26.6-30.3
Symptoms of Depressive Disorder,By State,New York,New York,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.1,21.6,28.8,21.6 - 28.8,23.3-26.5
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,20.9,17.8,24.3,17.8 - 24.3,17.4-21.7
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,17.4,13.4,22.1,13.4 - 22.1,17.4-21.7
Symptoms of Depressive Disorder,By State,Ohio,Ohio,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.4,21.6,29.6,21.6 - 29.6,23.3-26.5
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.5,23.4,29.9,23.4 - 29.9,23.3-26.5
Symptoms of Depressive Disorder,By State,Oregon,Oregon,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.7,24.4,29.2,24.4 - 29.2,26.6-30.3
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.9,19.7,26.4,19.7 - 26.4,21.8-23.2
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.3,20.6,30.3,20.6 - 30.3,23.3-26.5
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.9,19.2,27.0,19.2 - 27.0,21.8-23.2
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,20.2,17.0,23.7,17.0 - 23.7,17.4-21.7
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.0,21.0,27.2,21.0 - 27.2,23.3-26.5
Symptoms of Depressive Disorder,By State,Texas,Texas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.9,24.6,29.3,24.6 - 29.3,26.6-30.3
Symptoms of Depressive Disorder,By State,Utah,Utah,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.0,19.4,24.7,19.4 - 24.7,21.8-23.2
Symptoms of Depressive Disorder,By State,Vermont,Vermont,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.6,15.7,23.8,15.7 - 23.8,17.4-21.7
Symptoms of Depressive Disorder,By State,Virginia,Virginia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.4,19.9,25.2,19.9 - 25.2,21.8-23.2
Symptoms of Depressive Disorder,By State,Washington,Washington,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.7,20.5,24.9,20.5 - 24.9,21.8-23.2
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.9,21.3,33.0,21.3 - 33.0,26.6-30.3
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.3,16.4,22.4,16.4 - 22.4,17.4-21.7
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.6,19.7,28.0,19.7 - 28.0,23.3-26.5
Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.6,31.0,32.1,31.0 - 32.1,
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.6,38.6,42.5,38.6 - 42.5,
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,37.9,36.8,39.0,36.8 - 39.0,
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.7,32.4,35.0,32.4 - 35.0,
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.8,29.3,32.3,29.3 - 32.3,
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.9,23.9,25.9,23.9 - 25.9,
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.2,17.5,20.9,17.5 - 20.9,
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,17.7,13.8,22.1,13.8 - 22.1,
Symptoms of Anxiety Disorder,By Sex,United States,Male,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.2,26.5,28.0,26.5 - 28.0,
Symptoms of Anxiety Disorder,By Sex,United States,Female,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,35.5,34.7,36.4,34.7 - 36.4,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,35.9,34.1,37.8,34.1 - 37.8,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.4,29.7,31.2,29.7 - 31.2,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.0,31.1,35.0,31.1 - 35.0,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.5,19.5,23.5,19.5 - 23.5,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,42.1,38.0,46.3,38.0 - 46.3,
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.9,34.7,43.3,34.7 - 43.3,
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.6,29.3,32.0,29.3 - 32.0,
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.8,33.0,34.6,33.0 - 34.6,
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.5,27.9,29.2,27.9 - 29.2,
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.7,30.1,37.5,30.1 - 37.5,33.5-36.9
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.4,25.7,31.2,25.7 - 31.2,22.2-29.0
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.4,30.5,36.3,30.5 - 36.3,31.2-33.4
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.0,32.0,40.2,32.0 - 40.2,33.5-36.9
Symptoms of Anxiety Disorder,By State,California,California,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.2,32.3,36.2,32.3 - 36.2,33.5-36.9
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.4,30.1,36.9,30.1 - 36.9,31.2-33.4
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.1,29.8,36.4,29.8 - 36.4,31.2-33.4
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.8,25.5,34.3,25.5 - 34.3,29.1-31.1
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.3,28.6,38.1,28.6 - 38.1,31.2-33.4
Symptoms of Anxiety Disorder,By State,Florida,Florida,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.3,28.5,34.1,28.5 - 34.1,31.2-33.4
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.1,27.8,34.5,27.8 - 34.5,29.1-31.1
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.4,30.2,38.9,30.2 - 38.9,33.5-36.9
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.2,28.2,34.4,28.2 - 34.4,31.2-33.4
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.6,29.5,35.7,29.5 - 35.7,31.2-33.4
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.0,27.0,33.1,27.0 - 33.1,29.1-31.1
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.8,23.8,30.0,23.8 - 30.0,22.2-29.0
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.7,25.7,31.8,25.7 - 31.8,22.2-29.0
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.2,30.4,38.2,30.4 - 38.2,33.5-36.9
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.8,33.2,40.5,33.2 - 40.5,33.5-36.9
Symptoms of Anxiety Disorder,By State,Maine,Maine,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.8,25.1,34.8,25.1 - 34.8,29.1-31.1
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.8,26.6,33.1,26.6 - 33.1,29.1-31.1
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.7,26.1,31.5,26.1 - 31.5,22.2-29.0
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.4,29.1,35.8,29.1 - 35.8,31.2-33.4
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.0,23.5,28.7,23.5 - 28.7,22.2-29.0
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.3,27.5,35.2,27.5 - 35.2,31.2-33.4
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.0,25.5,32.7,25.5 - 32.7,22.2-29.0
Symptoms of Anxiety Disorder,By State,Montana,Montana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.6,26.1,33.2,26.1 - 33.2,29.1-31.1
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.7,22.5,29.0,22.5 - 29.0,22.2-29.0
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.1,28.4,36.0,28.4 - 36.0,31.2-33.4
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.6,28.0,35.4,28.0 - 35.4,31.2-33.4
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.7,27.4,34.2,27.4 - 34.2,29.1-31.1
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.7,30.8,38.7,30.8 - 38.7,33.5-36.9
Symptoms of Anxiety Disorder,By State,New York,New York,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.5,29.7,37.5,29.7 - 37.5,33.5-36.9
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.4,24.2,30.7,24.2 - 30.7,22.2-29.0
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.2,18.9,25.8,18.9 - 25.8,22.2-29.0
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.1,28.7,35.7,28.7 - 35.7,31.2-33.4
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.5,31.4,37.6,31.4 - 37.6,33.5-36.9
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.9,33.9,40.0,33.9 - 40.0,33.5-36.9
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.8,26.9,32.8,26.9 - 32.8,29.1-31.1
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.1,26.2,36.3,26.2 - 36.3,29.1-31.1
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.7,24.1,31.5,24.1 - 31.5,22.2-29.0
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.7,21.5,28.1,21.5 - 28.1,22.2-29.0
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.6,24.1,31.3,24.1 - 31.3,22.2-29.0
Symptoms of Anxiety Disorder,By State,Texas,Texas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.6,30.1,35.1,30.1 - 35.1,31.2-33.4
Symptoms of Anxiety Disorder,By State,Utah,Utah,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.2,26.6,31.9,26.6 - 31.9,29.1-31.1
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.2,26.2,34.5,26.2 - 34.5,29.1-31.1
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.1,26.2,32.2,26.2 - 32.2,29.1-31.1
Symptoms of Anxiety Disorder,By State,Washington,Washington,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.8,28.8,32.9,28.8 - 32.9,29.1-31.1
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.5,28.9,38.3,28.9 - 38.3,33.5-36.9
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.5,23.6,31.5,23.6 - 31.5,22.2-29.0
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.4,25.8,33.2,25.8 - 33.2,29.1-31.1
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.2,35.5,36.8,35.5 - 36.8,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,47.3,45.0,49.5,45.0 - 49.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,41.8,40.6,43.0,40.6 - 43.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.2,36.9,39.5,36.9 - 39.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,35.0,33.4,36.5,33.4 - 36.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.3,28.3,30.4,28.3 - 30.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.1,21.3,24.9,21.3 - 24.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.3,18.2,26.7,18.2 - 26.7,
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.1,31.2,33.0,31.2 - 33.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.9,39.0,40.9,39.0 - 40.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,42.0,40.1,43.8,40.1 - 43.8,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.4,33.6,35.2,33.6 - 35.2,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.6,36.7,40.4,36.7 - 40.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.4,25.3,29.5,25.3 - 29.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,47.8,43.9,51.7,43.9 - 51.7,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,45.5,41.1,50.0,41.1 - 50.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,35.7,34.0,37.4,34.0 - 37.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.0,38.0,39.9,38.0 - 39.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.8,31.1,32.5,31.1 - 32.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.1,34.4,41.8,34.4 - 41.8,35.4-38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.6,30.5,36.8,30.5 - 36.8,33.2-35.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.0,36.0,42.2,36.0 - 42.2,38.2-41.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,41.1,36.9,45.4,36.9 - 45.4,38.2-41.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.1,36.9,41.3,36.9 - 41.3,38.2-41.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.7,33.3,40.2,33.3 - 40.2,35.4-38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.1,32.8,39.4,32.8 - 39.4,35.4-38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.3,29.0,37.9,29.0 - 37.9,33.2-35.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.3,31.7,41.2,31.7 - 41.2,35.4-38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.4,33.5,39.2,33.5 - 39.2,35.4-38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.3,30.6,38.1,30.6 - 38.1,33.2-35.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.4,35.0,44.0,35.0 - 44.0,38.2-41.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,35.3,32.3,38.5,32.3 - 38.5,33.2-35.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,37.6,34.2,41.0,34.2 - 41.0,35.4-38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.1,29.9,36.5,29.9 - 36.5,26.3-33.1
